Name,Links,Cost,Collections,Cuisines,Timings,Cuisine_Count,Is_Hygiene_Rated,Restaurant,Average_Rating,Total_Reviews_Count,Price_Segment,Cluster
Mathura Vilas,https://www.zomato.com/hyderabad/mathura-vilas-gachibowli,-0.7118734564011163,"Veggie Friendly, Terrific Thalis","South Indian, North Indian, Chinese","11:30 AM to 3:30 PM, 6:45 PM to 11:30 PM",0.0158331739028709,0,Mathura Vilas,-1.588053558496397,0.1398631280044822,0,1
Gal Punjab Di,https://www.zomato.com/hyderabad/gal-punjab-di-gachibowli,-0.1209903502974229,,"North Indian, Continental","11:55 AM to 4 PM, 7 PM to 11:15 PM",-0.8154084559978577,0,Gal Punjab Di,0.0138417915675908,0.1398631280044822,1,1
Hitech Bawarchi Food Zone,https://www.zomato.com/hyderabad/hitech-bawarchi-food-zone-gachibowli,-0.7118734564011163,,"Biryani, North Indian, Chinese",12 Noon to 11 PM,0.0158331739028709,0,Hitech Bawarchi Food Zone,-1.1216789629081474,0.1398631280044822,0,1
Biryanis And More,https://www.zomato.com/hyderabad/biryanis-and-more-gachibowli,-0.7118734564011163,,"North Indian, Biryani, Chinese",11 AM to 11 PM,0.0158331739028709,0,Biryanis And More,0.2774448238566021,0.1398631280044822,0,1
Diners Pavilion,https://www.zomato.com/hyderabad/diners-pavilion-gachibowli,0.6668537911741682,"Great Buffets, Live Sports Screenings","Chinese, Continental, Italian","12noon to 4:30pm, 6:30pm to 11:30pm (Mon, Tue, Wed, Fri, Sat), Closed (Thu),12noon to 12midnight (Sun)",0.0158331739028709,0,Diners Pavilion,-0.5741957420002022,0.1398631280044822,2,1
Asian Meal Box,https://www.zomato.com/hyderabad/asian-meal-box-gachibowli,-1.3027565625048096,,Asian,"12noon to 12midnight (Mon, Tue, Wed, Thu, Sun), 12noon to 1am (Fri-Sat)",-1.6466500858985864,0,Asian Meal Box,-2.07470531041457,0.1398631280044822,0,1
Cafe Eclat,https://www.zomato.com/hyderabad/cafe-eclat-gachibowli,-0.3179513856653207,Sneak Peek Hyderabad,"Cafe, Bakery",8 AM to 11:30 PM,-0.8154084559978577,0,Cafe Eclat,-0.026712521092257,0.1398631280044822,1,1
Feast - Sheraton Hyderabad Hotel,https://www.zomato.com/hyderabad/feast-sheraton-hyderabad-hotel-gachibowli,3.227347250956839,"Sunday Brunches, Great Breakfasts, Function Venues, Ramzan Mubarak","Modern Indian, Asian, Continental, Italian","6:30am to 10:30am, 12:30pm to 3pm, 7pm to 11pm (Mon),6:30am to 10:30am, 12:30pm to 3pm, 7:30pm to 11pm (Tue-Sat),6:30am to 10:30am, 12:30pm to 3:30pm, 7pm to 11pm (Sun)",0.8470748038035996,0,Feast - Sheraton Hyderabad Hotel,1.2507483276929483,0.1398631280044822,2,0
Being Hungry,https://www.zomato.com/hyderabad/being-hungry-gachibowli,-0.8103539740850652,,"North Indian, Chinese","12 Noon to 3 PM, 7 PM to 11:30 PM",-0.8154084559978577,0,Being Hungry,0.1152275732172108,0.1398631280044822,0,1
Tempteys,https://www.zomato.com/hyderabad/tempteys-gachibowli,-1.007315009452963,Best Milkshakes,"Desserts, Beverages",11:30 AM to 1 AM,-0.8154084559978577,0,Tempteys,0.5004935434857648,0.1398631280044822,0,1
KS Bakers,https://www.zomato.com/hyderabad/ks-bakers-gachibowli,-1.3027565625048096,,"Bakery, Desserts, Fast Food",9 AM to 10 PM,0.0158331739028709,0,KS Bakers,0.7336808412798891,0.1398631280044822,0,1
PourHouse7,https://www.zomato.com/hyderabad/pourhouse7-gachibowli,0.6668537911741682,"Happy Hours, Top Drinking Destinations, Corporate Favorites","North Indian, Continental, Chinese, Italian","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",0.8470748038035996,0,PourHouse7,0.5207706998156882,0.1398631280044822,2,0
Prism Club & Kitchen,https://www.zomato.com/hyderabad/prism-club-kitchen-gachibowli,0.6668537911741682,"Sneak Peek Hyderabad, Best Bars & Pubs, Gigs and Events","Kebab, Continental, Italian, North Indian",5pm to 12midnight (Mon-Sun),0.8470748038035996,0,Prism Club & Kitchen,1.2406097495279864,0.1398631280044822,2,0
Shree Santosh Dhaba Family Restaurant,https://www.zomato.com/hyderabad/shree-santosh-dhaba-family-restaurant-gachibowli,-0.7118734564011163,,"North Indian, Chinese, Fast Food",11 AM to 11:30 PM,0.0158331739028709,0,Shree Santosh Dhaba Family Restaurant,-1.5677764021664726,0.1398631280044822,0,1
Dine O China,https://www.zomato.com/hyderabad/dine-o-china-gachibowli,-0.022509832613474,,"Chinese, Asian, Momos",11:30AM to 11PM (Mon-Sun),0.0158331739028709,0,Dine O China,-0.4728099603505822,0.1398631280044822,1,1
Hyderabad Chefs,https://www.zomato.com/hyderabad/hyderabad-chefs-gachibowli,-0.5149124210332185,,"North Indian, Chinese",12 Noon to 10:30 PM,-0.8154084559978577,0,Hyderabad Chefs,0.4193849181660691,0.1398631280044822,1,1
Komatose - Holiday Inn Express & Suites,https://www.zomato.com/hyderabad/komatose-holiday-inn-express-suites-gachibowli,1.2577368972778615,"Happy Hours, Top-Rated, Gold Curated","North Indian, Chinese, Japanese, Sushi",1 PM to 11 PM,0.8470748038035996,0,Komatose - Holiday Inn Express & Suites,0.1760590422069821,0.1398631280044822,2,0
Aromas@11SIX,https://www.zomato.com/hyderabad/aromas11six-gachibowli,-0.2194708679813718,,"North Indian, Chinese, Mughlai, Biryani",11:30 AM to 12 Midnight,0.8470748038035996,0,Aromas@11SIX,-0.2903155533812674,0.1398631280044822,1,1
Yum Yum Tree - The Arabian Food Court,https://www.zomato.com/hyderabad/yum-yum-tree-the-arabian-food-court-gachibowli,0.6668537911741682,Food Hygiene Rated Restaurants in Hyderabad,"North Indian, Hyderabadi",12 Noon to 12 Midnight,-0.8154084559978577,1,Yum Yum Tree - The Arabian Food Court,-0.0875439900820282,0.1398631280044822,2,1
The Tilt Bar Republic,https://www.zomato.com/thetiltbarrepublic,1.2577368972778615,"Gigs and Events, Corporate Favorites","North Indian, Continental, Italian",12noon to 12midnight (Mon-Sun),0.0158331739028709,0,The Tilt Bar Republic,0.490354965320803,0.1398631280044822,2,0
The Indi Grill,https://www.zomato.com/hyderabad/the-indi-grill-gachibowli,1.2577368972778615,"Food Hygiene Rated Restaurants in Hyderabad, Great Buffets, Hyderabad's Hottest","BBQ, Asian, Modern Indian",12noon to 11pm (Mon-Sun),0.0158331739028709,1,The Indi Grill,2.021280268230056,0.1398631280044822,2,0
Urban Asia - Kitchen & Bar,https://www.zomato.com/hyderabad/urban-asia-kitchen-bar-gachibowli,0.4698927558062704,,"Asian, Thai, Chinese, Sushi, Momos","12 Noon to 3 PM, 7 PM to 11 PM",1.6783164337043284,0,Urban Asia - Kitchen & Bar,0.0949504168872864,0.1398631280044822,2,0
Eat India Company,https://www.zomato.com/hyderabad/eat-india-company-gachibowli,0.863814826542066,,"North Indian, Mughlai, Beverages","12 Noon to 3 PM, 7 PM to 11 PM",0.0158331739028709,0,Eat India Company,-0.6958586799797457,0.1398631280044822,2,1
Labonel,https://www.zomato.com/hyderabad/labonel-gachibowli,0.2729317204383726,Best Bakeries,"Bakery, Desserts","11 AM to 8 PM (Mon-Sat), Sun Closed",-0.8154084559978577,0,Labonel,0.63229505963027,0.1398631280044822,1,1
Driven Cafe,https://www.zomato.com/hyderabad/driven-cafe-gachibowli,-0.5149124210332185,,"Cafe, Fast Food, Beverages",4 AM to 12 Midnight,0.0158331739028709,0,Driven Cafe,0.2875834020215639,0.1398631280044822,1,1
Faasos,https://www.zomato.com/hyderabad/faasos-gachibowli,-0.5149124210332185,,"Fast Food, Biryani, Desserts",9 AM to 1 AM,0.0158331739028709,0,Faasos,-1.1622332755679952,0.1398631280044822,1,1
Royal Spicy Restaurant,https://www.zomato.com/hyderabad/royal-spicy-restaurant-gachibowli,-0.3179513856653207,,"North Indian, South Indian",10:30 AM to 11 PM,-0.8154084559978577,0,Royal Spicy Restaurant,0.2774448238566021,0.1398631280044822,1,1
The Old Madras Baking Company,https://www.zomato.com/hyderabad/the-old-madras-baking-company-gachibowli,-1.007315009452963,,Bakery,7 AM to 11 PM,-1.6466500858985864,0,The Old Madras Baking Company,0.0263357969829982,-0.2366914473922056,0,1
Squeeze @ The Lime,https://www.zomato.com/hyderabad/squeeze-the-lime-gachibowli,-0.4164319033492696,Veggie Friendly,"Italian, North Indian, Chinese, Salad","7 AM to 10:30 AM, 12:30 PM to 3:30 PM, 7 PM to 11 PM",0.8470748038035996,0,Squeeze @ The Lime,0.4295234963310308,0.1398631280044822,1,1
Khaan Saab,https://www.zomato.com/hyderabad/khaan-saab-gachibowli,0.4698927558062704,New on Gold,"North Indian, Mughlai","12 Noon to 3:30 PM, 7 PM to 11:30 PM",-0.8154084559978577,0,Khaan Saab,0.3991077618361447,0.1398631280044822,2,1
Olive Garden,https://www.zomato.com/hyderabad/olive-garden-gachibowli,-0.3179513856653207,,"North Indian, Chinese, Continental, Biryani","12 Noon to 3:30 PM, 7 PM to 11 PM",0.8470748038035996,0,Olive Garden,0.317999136516449,0.1398631280044822,1,1
Tandoori Food Works,https://www.zomato.com/hyderabad/tandoori-food-works-gachibowli,-0.7118734564011163,Brilliant Biryanis,"North Indian, Burger, Kebab","12noon to 12midnight (Mon, Tue, Wed, Thu, Sun), 12noon to 1am (Fri-Sat)",0.0158331739028709,0,Tandoori Food Works,-0.6755815236498214,0.1398631280044822,0,1
Delhi-39,https://www.zomato.com/hyderabad/delhi-39-gachibowli,-0.5149124210332185,,"North Indian, Chinese",11am to 11pm (Mon-Sun),-0.8154084559978577,0,Delhi-39,-1.273757635382576,0.1398631280044822,1,1
Al Saba Restaurant,https://www.zomato.com/hyderabad/al-saba-restaurant-gachibowli,-0.2194708679813718,,"North Indian, Chinese, Seafood, Biryani, Hyderabadi",6 AM to 11:30 PM,1.6783164337043284,0,Al Saba Restaurant,-0.9087688214439466,0.1398631280044822,1,0
GD's,https://www.zomato.com/hyderabad/gds-gachibowli,-0.7118734564011163,,"Burger, American",11:30 AM to 5 AM,-0.8154084559978577,0,GD's,0.7235422631149273,0.1398631280044822,0,1
T Grill,https://www.zomato.com/hyderabad/t-grill-gachibowli,-0.3179513856653207,,"North Indian, Andhra, Biryani, Chinese","12:30 PM to 3:30 PM, 7 PM to 11 PM",0.8470748038035996,0,T Grill,-0.8783530869490604,0.1398631280044822,1,0
Momos Delight,https://www.zomato.com/hyderabad/momos-delight-gachibowli,-1.3027565625048096,,Momos,6pm to 2am (Mon-Sun),-1.6466500858985864,0,Momos Delight,0.247029089361716,0.1398631280044822,0,1
The Chocolate Room,https://www.zomato.com/hyderabad/the-chocolate-room-gachibowli,-0.5149124210332185,,"Cafe, Desserts",10 AM to 12 Midnight,-0.8154084559978577,0,The Chocolate Room,-1.5677764021664726,0.1398631280044822,1,1
American Wild Wings,https://www.zomato.com/hyderabad/american-wild-wings-gachibowli,-0.5149124210332185,Food Hygiene Rated Restaurants in Hyderabad,"American, Fast Food, Salad, Burger",12 Noon to 4 AM,0.8470748038035996,1,American Wild Wings,0.7519829499153406,-8.520892106119339,1,2
Domino's Pizza,https://www.zomato.com/hyderabad/dominos-pizza-4-gachibowli,-0.908834491769014,,"Fast Food, Pizza",11 AM to 11 PM,-0.8154084559978577,0,Domino's Pizza,-1.040570337588452,0.1398631280044822,0,1
Mohammedia Shawarma,https://www.zomato.com/hyderabad/mohammedia-shawarma-gachibowli,-1.4012370801887586,,"Street Food, Arabian",1 PM to 1 AM,-0.8154084559978577,0,Mohammedia Shawarma,-1.24334190088769,0.1398631280044822,0,1
Arena Eleven,https://www.zomato.com/hyderabad/arena-eleven-gachibowli,1.4546979326457592,New on Gold,Continental,12 Noon to 12 Midnight,-1.6466500858985864,0,Arena Eleven,1.043205668786668,-5.508455502945837,2,2
Cascade - Radisson Hyderabad Hitec City,https://www.zomato.com/hyderabad/cascade-radisson-hyderabad-hitec-city-gachibowli,1.8486200033815547,,"North Indian, Italian, Continental, Asian",24 Hours,0.8470748038035996,0,Cascade - Radisson Hyderabad Hitec City,1.3318569530126438,0.1398631280044822,2,0
Collage - Hyatt Hyderabad Gachibowli,https://www.zomato.com/hyderabad/collage-hyatt-hyderabad-gachibowli-gachibowli,3.818230357060533,Sunday Brunches,"Continental, Italian, North Indian, Chinese, Asian",24 Hours (Mon-Sun),1.6783164337043284,0,Collage - Hyatt Hyderabad Gachibowli,-0.3917013350308865,0.1398631280044822,2,0
Zing's Northeast Kitchen,https://www.zomato.com/hyderabad/zings-northeast-kitchen-gachibowli,-0.6133929387171674,,"North Eastern, Momos","11:30 AM to 4 PM, 7 PM to 11 PM",-0.8154084559978577,0,Zing's Northeast Kitchen,0.0949504168872864,0.1398631280044822,0,1
Dunkin' Donuts,https://www.zomato.com/hyderabad/dunkin-donuts-gachibowli,-0.6133929387171674,,"Desserts, Cafe, Beverages, Burger, Fast Food",10 AM to 11 PM,1.6783164337043284,0,Dunkin' Donuts,-1.030431759423489,0.1398631280044822,0,0
Desi Bytes,https://www.zomato.com/hyderabad/desi-bytes-gachibowli,-0.908834491769014,,"North Indian, Chinese","1 PM to 2 AM (Mon, Wed-Sun), Tue Closed",-0.8154084559978577,0,Desi Bytes,-1.4258363078570058,0.1398631280044822,0,1
Hyderabadi Daawat,https://www.zomato.com/hyderabad/hyderabadi-daawat-1-gachibowli,-0.5149124210332185,Food Hygiene Rated Restaurants in Hyderabad,"Hyderabadi, Chinese, Mughlai",12:30pm to 11:30pm (Mon-Sun),0.0158331739028709,1,Hyderabadi Daawat,0.4599392308259169,0.1398631280044822,1,1
Zega - Sheraton Hyderabad Hotel,https://www.zomato.com/hyderabad/zega-sheraton-hyderabad-hotel-gachibowli,1.750139485697606,,"Asian, Sushi",12Noon to 2AM (Mon-Sun),-0.8154084559978577,0,Zega - Sheraton Hyderabad Hotel,1.7171229232811986,0.1398631280044822,2,0
Triptify,https://www.zomato.com/hyderabad/triptify-gachibowli,-0.908834491769014,,North Indian,11 AM to 11 PM,-1.6466500858985864,0,Triptify,-0.1078211464119526,0.1398631280044822,0,1
Chinese Pavilion,https://www.zomato.com/hyderabad/chinese-pavilion-gachibowli,0.2729317204383726,,"Chinese, Seafood","12 Noon to 3:30 PM, 7 PM to 11 PM",-0.8154084559978577,0,Chinese Pavilion,0.2875834020215639,0.1398631280044822,1,1
IndiBlaze,https://www.zomato.com/hyderabad/indiblaze-gachibowli,-0.5149124210332185,,"Fast Food, Salad",11 AM to 11 PM,-0.8154084559978577,0,,0.020088794275294,0.1398631280044822,1,1
Sweet Basket,https://www.zomato.com/hyderabad/sweet-basket-gachibowli,-1.3027565625048096,,"Bakery, Mithai","10 AM to 10 PM (Mon-Thu), 8 AM to 10:30 PM (Fri-Sun)",-0.8154084559978577,0,,0.020088794275294,0.1398631280044822,0,1
Angaara Counts 3,https://www.zomato.com/hyderabad/angaara-counts-3-gachibowli,-0.7118734564011163,,"North Indian, Biryani, Chinese",12 Noon to 11 PM,0.0158331739028709,0,,0.020088794275294,0.1398631280044822,0,1
Wich Please,https://www.zomato.com/hyderabad/wich-please-1-gachibowli,-1.2042760448208607,,Fast Food,8am to 12:30AM (Mon-Sun),-1.6466500858985864,0,,0.020088794275294,0.1398631280044822,0,1
Republic Of Noodles - Lemon Tree Hotel,https://www.zomato.com/hyderabad/republic-of-noodles-lemon-tree-hotel-gachibowli,1.651658968013657,Pan-Asian Delicacies,"Thai, Asian, Chinese, Malaysian","11:30 AM to 3 PM, 7 PM to 12 Midnight",0.8470748038035996,0,,0.020088794275294,0.1398631280044822,2,0
